序号,登记号,试验状态,药物名称,适应症,试验题目,申办者,机构名称,所在城市,所在省份,主要研究者
945,CTR20170477,已完成,米氮平片,抑郁症,米氮平片人体生物等效性试验,哈尔滨三联药业股份有限公司,白求恩国际和平医院,石家庄市,河北省,刘建芳
946,CTR20170475,已完成,阿托伐他汀钙片,高胆固醇血症、冠心病,阿托伐他汀钙片人体生物等效性试验,浙江新东港药业股份有限公司,航天中心医院,北京,北京,刘会臣
947,CTR20170474,已完成,泊沙康唑胶囊,预防侵袭曲霉菌和念珠菌感染,评价我公司泊沙康唑胶囊与诺科飞生物等效性及安全性,正大天晴药业集团股份有限公司,长春中医药大学附属医院药物临床试验机构,长春,吉林,杨海淼
948,CTR20170470,进行中,重组人胰岛素,糖尿病,重组人胰岛素注射液在人体的生物等效性,江苏万邦生化医药集团有限责任公司,四川大学华西医院,成都,四川,余叶蓉
950,CTR20170468,已完成,苯磺酸氨氯地平片,高血压、冠心病,苯磺酸氨氯地平片生物等效性试验,人福普克药业（武汉）有限公司,辽宁中医药大学附属医院,沈阳,辽宁,王文萍
949,CTR20170469,已完成,富马酸替诺福韦二吡呋酯片,富马酸替诺福韦二吡呋酯适用于与其他抗逆转录病毒药物联用，治疗成人 HIV-1 感染。 亦可用于治疗成人慢性乙型肝炎（ HBV）感染。,富马酸替诺福韦二吡呋酯片人体生物等效性研究,山东新时代药业有限公司,上海市公共卫生临床中心,上海市,上海市,陈良
951,CTR20170467,进行中,阿奇霉素干混悬剂,适用于敏感细菌所引起的感染： 支气管炎、肺炎等下呼吸道感染；皮肤和软组织感染；急性中耳炎；鼻窦炎、咽炎、扁桃体炎等上呼吸道感染，可有效清除口咽部链球菌；可用于男女性传播疾病中由沙眼衣原体所致的单纯性生殖器感染；可用于由非多重耐药淋球菌所致的单纯性生殖器感染及由杜克嗜血杆菌引起的软下疳（需排除梅毒螺旋体的合并感染）。,阿奇霉素干混悬剂人体生物等效性研究,石家庄四药有限公司,华中科技大学同济医学院附属同济医院,武汉,湖北,郑恒
952,CTR20170466,已完成,瑞舒伐他汀钙片,本品适用于经饮食控制和其它非药物治疗（如：运动治疗、减轻体重）仍不能适当控制血脂异常的原发性高胆固醇血症（IIa型，包括杂合子家族性高胆固醇血症）或混合型血脂异常症（IIb型）。     本品也适用于纯合子家族性高胆固醇血症的患者，作为饮食控制和其它降脂措施（如LDL去除疗法）的辅助治疗，或在这些方法不适用时使用。,瑞舒伐他汀钙片人体生物等效性试验,浙江京新药业股份有限公司,浙江大学医学院附属第二医院,杭州,浙江,江波
953,CTR20170463,已完成,阿卡波糖片,配合饮食控制，用于：（1）2型糖尿病。（2）降低糖耐量低减者的餐后血糖。,健康受试者口服阿卡波糖片的平均生物等效性试验,北京万生药业有限责任公司,航天中心医院国家药物临床试验机构,北京,北京,刘会臣
954,CTR20170461,进行中,盐酸氨溴索片,适用于痰液粘稠而不易咳出者,盐酸氨溴索片生物等效性研究,山东裕欣药业有限公司,上海市公共卫生临床中心,上海,上海,朱同玉 ，博士
955,CTR20170458,已完成,苯甲酸阿格列汀片,用于治疗2型糖尿病。,苯甲酸阿格列汀片生物等效性试验,深圳市海滨制药有限公司,苏州大学附属第一医院,苏州市,江苏省,缪丽燕
956,CTR20170457,已完成,吉非替尼片,本品单药适用于表皮生长因子受体（EGFR ）基因具有敏感突变的局部晚期或转移性非小细胞肺癌（NSCLC）患者的一线治疗。也适用于治疗既往接受过化学治疗的局部晚期或转移性非小细胞肺癌(NSCLC)。,吉非替尼片人体生物等效性试验,大连珍奥药业股份有限公司,上海市公共卫生临床中心,上海,上海,卢洪洲
957,CTR20170456,进行中,盐酸二甲双胍缓释片,2型糖尿病,盐酸二甲双胍缓释片对2型糖尿病患者血糖水平的影响研究,青岛百洋制药有限公司,首都医科大学附属北京世纪坛医院,北京,北京,王兴河
958,CTR20170454,已完成,格列美脲片,适用于控制饮食、运动疗法及减轻体重均不能充分控制血糖的2型糖尿病,格列美脲片人体餐后及空腹生物等效性试验,扬子江药业集团广州海瑞药业有限公司,中国医学科学院皮肤病医院,南京市,江苏省,马鹏程
961,CTR20170448,已完成,氯雷他定片,"用于缓解过敏性鼻炎（Rhinitis, Allergic）有关的症状、如喷嚏、流涕、鼻痒以及眼部痒及烧灼感。口服药物后，鼻和眼部症状及体征得以迅速缓解。亦适用于缓解慢性荨麻疹（urticaria）、瘙痒性皮肤病（Pruritus）及其他过敏性皮肤病的症状及体征。",息斯敏片和开瑞坦片的生物等效性试验,西安杨森制药有限公司,中南大学湘雅医院国家药物临床试验机构,长沙,湖南,徐平声
960,CTR20170451,进行中,甲苯磺酸拉帕替尼片,晚期或转移性乳腺癌,评价我们的甲苯磺酸拉帕替尼片与泰立沙是否生物等效,正大天晴药业集团股份有限公司,长春中医药大学附属医院药物临床试验机构,长春,吉林,杨海淼
959,CTR20170452,进行中,马来酸依那普利片,高血压；心力衰竭,马来酸依那普利片生物等效性试验,石药集团欧意药业有限公司,辽宁中医药大学附属医院国家药物临床试验机构,沈阳,辽宁,王文萍
962,CTR20170442,已完成,比索洛尔氨氯地平片,高血压,比索洛尔-氨氯地平生物等效性试验,MerckKft | EGISPharmaceuticalsPLC | 北京默克药业咨询有限公司,首都医科大学宣武医院,北京,北京,张兰
963,CTR20170436,已完成,瑞舒伐他汀钙片,本品适用于经饮食控制和其它非药物治疗（如：运动治疗、减轻体重）仍不能适当控制血脂异常的原发性高胆固醇血症（IIa型，包括杂合子家族性高胆固醇血症）或混合型血脂异常症（IIb型）。也适用于纯合子家族性高胆固醇血症的患者，作为饮食控制和其它降脂措施（如LDL去除疗法）的辅助治疗，或在这些方法不适用时使用,瑞舒伐他汀钙片10mg人体生物等效性研究,南京先声东元制药有限公司,济南市中心医院,济南市,山东省,温清
964,CTR20170430,进行中,瑞格列奈片,2型糖尿病,瑞格列奈片生物等效性试验,通化东宝药业股份有限公司,首都医科大学附属北京同仁医院,北京市,北京市,赵秀丽
965,CTR20170428,已完成,厄贝沙坦氢氯噻嗪片,用于治疗原发性高血压。该固定剂量复方用于治疗单方厄贝沙坦或氢氯噻嗪不能有效控制血压的患者。,厄贝沙坦氢氯噻嗪片生物等效性研究预试验（空腹）,湖南方盛制药有限公司,中南大学湘雅医院I期临床试验研究中心,长沙市,湖南省,徐平声
966,CTR20170427,已完成,厄贝沙坦氢氯噻嗪片,用于治疗原发性高血压。该固定剂量复方用于治疗单方厄贝沙坦或氢氯噻嗪不能有效控制血压的患者。,厄贝沙坦氢氯噻嗪片生物等效性研究预试验（餐后）,湖南方盛制药有限公司,中南大学湘雅医院I期临床试验研究中心,长沙市,湖南省,徐平声
967,CTR20170424,已完成,阿莫西林胶囊,适用于敏感菌(不产β内酰胺酶菌株)所致的下列感染：1.溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致中耳炎、鼻窦炎、咽炎、扁桃体炎等上呼吸道感染。 2.大肠埃希菌、奇异变形杆菌或粪肠球菌所致的泌尿生殖道感染。 3.溶血链球菌、葡萄球菌或大肠埃希菌所致的皮肤软组织感染。 4.溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致急性支气管炎、肺炎等下呼吸道感染。 5.急性单纯性淋病。 6.本品尚可用于治疗伤寒、伤寒带菌者及钩端螺旋体病；阿莫西林亦可与克拉霉素、兰索拉唑三联用药根除胃、十二指肠幽门螺杆菌，降低消化道溃疡复发率。,阿莫西林胶囊人体生物等效性研究,湖南科伦制药有限公司,四川大学华西医院药物临床试验机构,成都市,四川,冯萍
968,CTR20170423,已完成,瑞舒伐他汀钙片,本品适用于经饮食控制和其它非药物治疗（如：运动治疗、减轻体重）仍不能适当控制血脂异常的原发性高胆固醇血症（IIa型，包括杂合子家族性高胆固醇血症）或混合型血脂异常症（IIb型）。本品也适用于纯合子家族性高胆固醇血症的患者，作为饮食控制和其他降脂措施（如LDL去除疗法）的辅助治疗，或在这些方法不适用时使用。,瑞舒伐他汀钙片在中国健康人体中的生物等效性临床试验,上海医药（集团）有限公司信谊制药总厂,吉林大学第一医院I期临床试验研究室,长春,吉林,张国成
970,CTR20170421,已完成,草酸艾司西酞普兰片（餐后）,治疗抑郁症。治疗伴有或不伴有广场恐怖症的惊恐障碍。,草酸艾司西酞普兰片餐后状态下人体生物等效性试验,浙江华海药业股份有限公司,三军总医院,台北,台湾,毛卫中
969,CTR20170422,进行中,依折麦布片,原发性高胆固醇血症、纯合子家族性高胆固醇血症、纯合子谷甾醇血症（或植物甾醇血症）。,依折麦布片在健康男性受试者单次口服生物等效性预试验,北京双鹤药业股份有限公司,华中科技大学同济医学院附属同济医院,武汉,湖北,郑恒
971,CTR20170420,已完成,草酸艾司西酞普兰片（空腹）,治疗抑郁症。治疗伴有或不伴有广场恐怖症的惊恐障碍。,草酸艾司西酞普兰片空腹状态下人体生物等效性试验,浙江华海药业股份有限公司,三军总医院,台北,台湾,毛卫中
972,CTR20170419,已完成,苯磺酸氨氯地平片,高血压、冠心病,苯磺酸氨氯地平片生物等效性试验,亚宝药业集团股份有限公司,长春中医药大学附属医院,长春,吉林,杨海淼；医学硕士
973,CTR20170408,进行中,替格瑞洛片,急性冠脉综合症（不稳定性心绞痛、非ST段抬高心肌梗死或ST段抬高心肌梗死）,替格瑞洛片的人体生物等效性研究,重庆华邦制药股份有限公司,辽宁中医药大学附属医院国家药物临床试验机构,沈阳市,辽宁省,王文萍
975,CTR20170403,已完成,来那度胺胶囊,本品与地塞米松合用，治疗曾接受过至少一种疗法的多发性骨髓瘤的成年患者,来那度胺胶囊健康人体生物等效性试验,扬子江药业集团有限公司,中国医学科学院血液学研究所血液病医院,和平区,天津,齐军元，医学博士
976,CTR20170402,已完成,甲磺酸伊马替尼片,慢性粒细胞白血病,甲磺酸伊马替尼生物等效性试验,南京优科制药有限公司,南京大学医学院附属鼓楼医院,南京,江苏,肖大伟 硕士
974,CTR20170406,主动暂停,盐酸贝尼地平片,原发性高血压、心绞痛。,盐酸贝尼地平片人体生物等效性试验,吉林双药药业集团有限公司,辽宁中医药大学附属医院国家药物临床试验机构,沈阳市,辽宁省,王文萍
977,CTR20170401,已完成,盐酸克林霉素胶囊,用于由链球菌属、葡萄球菌属及厌氧菌等敏感菌株所致的下述感染：中耳炎、鼻窦炎、化脓性扁桃体炎、肺炎；皮肤软组织感染；在治疗骨和关节感染、腹腔感染、盆腔感染、脓胸、肺脓肿、骨髓炎、败血症等疾病时，可根据情况单用或与其他抗菌药联合应用。,盐酸克林霉素胶囊的生物等效性试验,重庆药友制药有限责任公司,泰达国际心血管病医院,天津,天津,李慧敏
978,CTR20170400,已完成,盐酸克林霉素胶囊,用于由链球菌属、葡萄球菌属及厌氧菌等敏感菌株所致的下述感染：中耳炎、鼻窦炎、化脓性扁桃体炎、肺炎；皮肤软组织感染；在治疗骨和关节感染、腹腔感染、盆腔感染、脓胸、肺脓肿、骨髓炎、败血症等疾病时，可根据情况单用或与其他抗菌药联合应用。,盐酸克林霉素胶囊的生物等效性试验,重庆药友制药有限责任公司,泰达国际心血管病医院,天津,天津,李慧敏
979,CTR20170396,进行中,昂丹司琼口腔溶解薄膜,（1）预防高致吐性化疗引起的恶心和呕吐（2）预防中度致吐性化疗引起的恶心和呕吐（3）预防放疗引起的恶心和呕吐（4）预防手术后恶心和/或呕吐,昂丹司琼口溶膜的健康人体生物等效性试验,江苏恒瑞医药股份有限公司,海口市人民医院Ⅰ期临床研究室,海口,海南,何小爱
980,CTR20170392,进行中,左乙拉西坦缓释片,适用于12岁及以上部分性癫痫发作患者的辅助治疗,左乙拉西坦缓释片人体生物等效性研究,深圳信立泰药业有限公司,南昌大学第一附属医院,南昌,江西,王共先，魏筱华
982,CTR20170387,已完成,恩替卡韦分散片,适用于病毒复制活跃，血清转氨酶ALT持续升高或肝脏组织学显示有活动性病变的慢性成人乙型肝炎的治疗,评价我公司恩替卡韦分散片与博路定是否生物等效,江西青峰药业有限公司,中国人民解放军成都军区总医院,成都市,四川省,雍小兰
981,CTR20170390,已完成,非洛地平缓释片,高血压、稳定性心绞痛,非洛地平缓释片人体生物等效性研究,国药集团国瑞药业有限公司,皖南医学院弋矶山医院,芜湖,安徽,赵亚男
983,CTR20170383,已完成,草酸艾司西酞普兰片,治疗抑郁症。治疗伴有或不伴有广场恐怖症的惊恐障碍,草酸艾司西酞普兰片人体生物等效性研究,湖南洞庭药业股份有限公司,长沙市中心医院,长沙市,湖南省,刘芳群
985,CTR20170381,已完成,注射用左亚叶酸钠,1、甲氨蝶呤等叶酸拮抗剂过量使用时减轻毒性；2、化疗中，和氟尿嘧啶类药物联用。,注射用左亚叶酸钠健康受试者生物等效性试验,贵阳新天药业股份有限公司 | 上海汇伦生命科技有限公司,上海市公共卫生临床中心,上海,上海,卢洪洲
984,CTR20170382,进行中,注射用重组人促卵泡激素,用于不排卵性不孕症患者的促排卵或辅助生育技术（ART）中刺激多卵泡发育,QL1012与果纳芬在健康女性志愿者中的安全性和药动学比对研究,齐鲁制药有限公司,吉林大学第一医院,长春,吉林,丁艳华
986,CTR20170379,已完成,盐酸特比萘芬片,（1）由皮肤癣菌如毛癣菌（红色毛癣菌、须癣毛癣菌、疣状毛癣菌、断发毛癣菌、紫色毛癣菌)、犬小孢子菌和絮状表皮癣菌引起的皮肤、毛发真菌感染。 （2）本品仅用于治疗大面积、严重的皮肤真菌感染(体癣、股癣、足癣、头癣)和念珠菌(如白色假丝酵母)引起的皮肤酵母菌感染，根据感染部位、严重性和范围考虑口服给药的必要性。 （3）由皮肤癣菌(丝状真菌)感染引起的甲癣。,盐酸特比萘芬片的人体生物等效性研究,齐鲁制药有限公司,辽宁中医药大学附属医院国家药物临床试验机构,沈阳市,辽宁省,王文萍
987,CTR20170376,已完成,依托考昔片,治疗骨关节炎、急性痛风性关节炎和原发性痛经,依托考昔片的人体生物等效性研究,齐鲁制药有限公司,济南市中心医院,济南市,山东省,温清
988,CTR20170375,已完成,盐酸二甲双胍片,Ⅱ型糖尿病,盐酸二甲双胍片的人体生物等效性研究,北京四环制药有限公司,首都医科大学附属北京地坛医院,北京,北京,李昂，郝晓花
989,CTR20170374,已完成,盐酸普拉克索缓释片,本品用于治疗特发性帕金森病的体征和症状，单独(无左旋多巴)或与左旋多巴联用。,盐酸普拉克索缓释片的健康人体生物等效性试验,江苏恒瑞医药股份有限公司,南昌大学第二附属医院,南昌,江西,李剑、郭宁红
991,CTR20170369,已完成,吲达帕胺片,适用于原发性高血压,吲达帕胺片的生物等效性试验,重庆药友制药有限责任公司,上海市徐汇区中心医院,上海,上海,余琛
990,CTR20170370,进行中,氟哌噻吨美利曲辛片,轻、中度抑郁和焦虑。 神经衰弱、心因性抑郁，抑郁性神经官能症，隐匿性抑郁，心身疾病伴焦虑和情感淡漠，更年期抑郁，嗜酒及药瘾者的焦躁不安及抑郁。,氟哌噻吨美利曲辛片人体生物等效性试验,重庆植恩药业有限公司,中国医科大学附属盛京医院药物临床试验机构,沈阳,辽宁,肇丽梅
992,CTR20170366,进行中,盐酸莫西沙星片,莫西沙星用于治疗成人(≥18岁)敏感菌所致的上呼吸道和下呼吸道感染，急性窦炎、慢性支气管炎急性发作、社区获得性肺炎，以及皮肤和软组织感染。,莫西沙星片在空腹条件下人体生物等效性研究,深圳信立泰药业有限公司,南昌大学第一附属医院,南昌,江西,王共先 魏筱华
993,CTR20170365,进行中,盐酸莫西沙星片,莫西沙星用于治疗成人(≥18岁)敏感菌所致的上呼吸道和下呼吸道感染，急性窦炎、慢性支气管炎急性发作、社区获得性肺炎，以及皮肤和软组织感染。,莫西沙星片在餐后条件下人体生物等效性研究,深圳信立泰药业有限公司,南昌大学第一附属医院,南昌,江西,王共先 魏筱华
994,CTR20170363,已完成,盐酸坦索罗辛缓释胶囊,前列腺增生症引起的排尿障碍。,盐酸坦索罗辛缓释胶囊的人体生物等效性研究,江苏恒瑞医药股份有限公司,云南省中医医院,昆明,云南,董丽春
996,CTR20170359,已完成,阿哌沙班片,用于髋关节或膝关节择期置换术的成年患者，预防静脉血栓栓塞事件（VTE）,阿哌沙班片人体空腹生物等效性研究,江苏万邦生化医药集团有限责任公司,中国药科大学,南京市,江苏省,陈西敬
995,CTR20170360,已完成,阿哌沙班片,用于髋关节或膝关节择期置换术的成年患者，预防静脉血栓栓塞事件（VTE）,阿哌沙班片人体餐后生物等效性研究,江苏万邦生化医药集团有限责任公司,中国医学科学院皮肤病医院,南京市,江苏省,马鹏程
997,CTR20170357,已完成,利奈唑胺片,本品用于治疗由特定微生物敏感株引起的下列感染：耐万古霉素的屎肠球菌引起的感染，包括并发的菌血症。院内获得性肺炎，致病菌为金黄色葡萄球菌（甲氧西林敏感或耐甲氧西林的菌株）或肺炎链球菌（包括多药耐药的菌株[MDRSP]）。,利奈唑胺片健康人体生物等效性试验,桂林南药股份有限公司,北京大学第一医院临床药理研究所,北京,北京,吕媛
998,CTR20170354,已完成,瑞舒伐他汀钙片,本品适用于经饮食控制和其它非药物治疗（如：运动治疗、减轻体重）仍不能适当控制血脂异常的原发性高胆固醇血症（IIa型，包括杂合子家族性高胆固醇血症）或混合型血脂异常症（IIb型）。 本品也适用于纯合子家族性高胆固醇血症的患者，作为饮食控制和其它降脂措施（如LDL去除疗法）的辅助治疗，或在这些方法不适用时使用。,瑞舒伐他汀钙片人体生物等效性研究,广州白云山医药集团股份有限公司白云山制药总厂,浙江大学医学院附属第二医院临床药理中心,杭州市,浙江省,江波
999,CTR20170353,已完成,琥珀酸普芦卡必利片,轻泻药无法充分缓解的成年慢性便秘患者的对症治疗,琥珀酸普芦卡必利片健康人体生物等效性试验,江苏豪森药业股份有限公司,兰州大学第一医院,兰州,甘肃,王 婷
1000,CTR20170351,已完成,多潘立酮片,用于消化不良，腹胀、嗳气、恶心、呕吐、腹部胀痛。,多潘立酮片生物等效性预试验,四川维奥制药有限公司,浙江省人民医院,杭州,浙江,陈建
1001,CTR20170348,已完成,头孢呋辛酯片,适用于溶血性链球菌、金黄色葡萄球菌（耐甲氧西林株除外）及流感嗜血杆菌等肠杆菌科细菌敏感菌株所致成人急性咽炎或扁桃体炎、急性中耳炎、上颌窦炎等,头孢呋辛酯片的人体生物等效性,国药集团致君（深圳）制药有限公司,中南大学湘雅三医院新药临床试验机构,长沙,湖南,阳国平
1003,CTR20170342,已完成,苯甲酸阿格列汀片,本品用于治疗2型糖尿病。,苯甲酸阿格列汀片生物等效性预试验,江苏德源药业股份有限公司,南京市第一医院,南京,江苏,樊宏伟,
1002,CTR20170344,已完成,安立生坦片,适用于治疗有WHO II级或III级症状的肺动脉高压患者，用于改善运动能力和延缓临床恶化。,安立生坦片餐后状态下人体生物等效性试验,浙江华海药业股份有限公司,三军总医院,台北,台湾,林锦生
1004,CTR20170339,已完成,恩替卡韦片,本品适用于病毒复制活跃，血清转氨酶ALT持续升高或肝脏组织学显示有活动性病变的慢性成人乙型肝炎的治疗。,恩替卡韦片人体生物等效性试验,北京百奥药业有限责任公司,中国人民解放军总医院药物临床试验机构,北京市,北京市,王睿/梁蓓蓓
1005,CTR20170338,已完成,磷酸西格列汀片,改善2型糖尿病患者的血糖控制,磷酸西格列汀片健康人体生物等效性研究,浙江医药股份有限公司新昌制药厂,北京大学第一医院临床药理研究所,北京市,北京,吕媛
1007,CTR20170334,已完成,他达拉非片,治疗勃起功能障碍,他达拉非片人体生物等效性试验,浙江永宁药业股份有限公司,浙江大学医学院附属第二医院,杭州市,浙江省,楼洪刚
1006,CTR20170337,已完成,阿哌沙班片,用于髋关节或膝关节择期置换术的成年患者，预防静脉血栓栓塞事件（VTE）,评价我公司的阿哌沙班片与艾乐妥是否生物等效,江西青峰药业有限公司,厦门大学第一附属医院,厦门,福建,刘家俊
1008,CTR20170333,已完成,富马酸替诺福韦二吡呋酯片,慢性乙型肝炎、HIV-1感染,评价富马酸替诺福韦二吡呋酯片与韦瑞德是否生物等效,江西青峰药业有限公司,厦门大学第一附属医院,厦门,福建,刘家俊
1009,CTR20170325,已完成,磷酸奥司他韦胶囊,用于成人和1岁及1岁以上儿童的甲型和乙型流感治疗（磷酸奥司他韦能够有效治疗甲型和乙型流感，但是乙型流感的临床应用数据尚不多）。,磷酸奥司他韦胶囊75 mg 空腹及餐后生物等效性试验,宜昌东阳光长江药业股份有限公司,吉林大学第一医院,长春市,吉林省,丁艳华
1010,CTR20170324,已完成,坎地沙坦酯片,高血压,坎地沙坦酯片健康人体生物等效性试验,迪沙药业集团有限公司,天津中医药大学第二附属医院,天津市,天津市,黄宇虹，医学博士
1012,CTR20170320,已完成,依托考昔片,治疗骨关节炎急性期和慢性期的症状和体征，治疗急性痛风性关节炎。,评价国产依托考昔片与进口依托考昔片生物等效的研究,成都苑东生物制药股份有限公司,山东大学第二医院,济南,山东,王海生
1011,CTR20170321,已完成,盐酸氨溴索片,适用于痰液粘稠而不易咳出者,盐酸氨溴索片的健康人体生物等效性试验,江苏恒瑞医药股份有限公司,南昌大学第一附属医院药物临床试验机构,南昌,江西,王共先、魏筱华
1013,CTR20170318,主动暂停,硫酸氢氯吡格雷片,可预防动脉粥样硬化血栓形成：近期心肌梗死患者（从几天到小于35天）、近期缺血性卒中患者（从7天到小于6个月）或确诊外周动脉性疾病的患者,硫酸氢氯吡格雷片的人体生物等效性研究,北京四环制药有限公司,辽宁中医药大学附属医院国家药物临床试验机构,沈阳,辽宁,王文萍
1014,CTR20170317,进行中,苯溴马隆片,主要用于原发性高尿酸血症患者，也可用于痛风性关节炎疾病发展的间歇期并对由于痛 风而产生的结节肿胀也有治疗作用。,苯溴马隆片在空腹及餐后状态下健康人体生物等效性试验,宜昌东阳光长江药业股份有限公司,吉林大学第一医院,长春市,吉林省,丁艳华
1015,CTR20170314,进行中,替莫唑胺胶囊,中枢神经系统胶质瘤,替莫唑胺胶囊生物等效性研究,美时化学制药股份有限公司 | LotusPharmaceuticalCo.,Ltd.2美时化学制药股份有限公司/LotusPharmaceuticalCo.,Ltd.3上海国创医药有限公司/美时化学制药股份有限公司/LotusPharmaceuticalCo.,Ltd.,吉林大学第一医院,长春,吉林,丁艳华
1016,CTR20170305,已完成,阿齐沙坦片,高血压,阿齐沙坦片的健康人体生物等效性试验,江苏恒瑞医药股份有限公司,南昌大学第一附属医院药物临床试验机构,南昌,江西,王共先、魏筱华
1017,CTR20170303,进行中,恩曲他滨替诺福韦片,用于治疗成人以及12岁以上儿童的HIV-1感染。,恩曲他滨替诺福韦片人体生物等效性试验,安徽贝克生物制药有限公司,上海市公共卫生临床中心国家药物临床试验机构 | 上海药明康德新药开发有限公司,上海 | 上海,上海 | 上海,卢洪洲 | 梁文忠
1018,CTR20170301,进行中,阿莫西林胶囊,适用于敏感菌(不产β内酰胺酶菌株)所致的下列感染：1.溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致中耳炎、鼻窦炎、咽炎、扁桃体炎等上呼吸道感染。2.大肠埃希菌、奇异变形杆菌或粪肠球菌所致的泌尿生殖道感染。3.溶血链球菌、葡萄球菌或大肠埃希菌所致的皮肤软组织感染。4.溶血链球菌、肺炎链球菌、葡萄球菌或流感嗜血杆菌所致急性支气管炎、肺炎等下呼吸道感染。5.急性单纯性淋病。6.本品尚可用于治疗伤寒、伤寒带菌者及钩端螺旋体病；阿莫西林亦可与克拉霉素、兰索拉唑三联用药根除胃、十二指肠幽门螺杆菌，降低消化道溃疡复发率。,阿莫西林胶囊在中国健康成年受试者的生物等效性研究,桂林南药股份有限公司,首都医科大学附属北京地坛医院 | 首都医科大学附属北京地坛医院,北京 | 北京,北京 | 北京,李昂 | 郝晓花
1020,CTR20170296,已完成,醋酸阿比特龙片,与泼尼松联用，治疗转移性去势抵抗性前列腺癌（mCRPC）,醋酸阿比特龙片的人体生物等效性研究,成都盛迪医药有限公司,中南大学湘雅三医院I期临床研究室,长沙,湖南,阳国平
1019,CTR20170298,已完成,富马酸替诺福韦二吡呋酯片,（1）HIV-1感染的治疗。（2）HBV感染的治疗。,富马酸替诺福韦二吡呋酯片人体生物等效性试验,浙江南洋药业有限公司,海口市人民医院,海口市,海南省,何小爱
1022,CTR20170289,进行中,吉非替尼片,治疗表皮生长因子受体（EGFR）基因具有敏感突变的局部晚期或转移性非小细胞肺癌（NSCLC）。,吉非替尼片人体生物等效性试验,江苏天士力帝益药业有限公司,广东省中医院I期临床研究室 | 上海药明康德新药开发有限公司生物分析部,广州 | 上海,广东 | 上海,曾星 | 梁文忠
1021,CTR20170292,已完成,匹伐他汀钙片,用于治疗高胆固醇血症、家族性高胆固醇血症。,匹伐他汀钙片人体生物等效性研究,深圳信立泰药业有限公司,南昌大学第二附属医院,南昌,江西,李剑、郭宁红
1023,CTR20170288,进行中,缬沙坦氨氯地平片(Ⅰ),治疗原发性高血压。本品用于单药治疗不能充分控制血压的患者。,缬沙坦氨氯地平片健康人体生物等效性试验,长春海悦药业股份有限公司,长春中医药大学附属医院I期临床试验研究室，中国，吉林省，长春市,长春,吉林,杨海淼
1024,CTR20170279,进行中,孟鲁司特钠片,本品适用于 15 岁及 15 岁以上成人哮喘的预防和长期治疗，包括预防白天和夜间的哮喘 症状，治疗对阿司匹林敏感的哮喘患者以及预防运动诱发的支气管收缩。 本品适用于减轻过 敏性鼻炎引起的症状（15 岁及 15 岁以上成年的季节性过敏性鼻炎和常年性过敏性鼻炎）。,孟鲁司特钠片人体生物等效性研究,信东生技股份有限公司 | TaiwanBiotechCo.,Ltd.2信东生技股份有限公司/TaiwanBiotechCo.,Ltd.3北京信东联创生物技术有限公司/信东生技股份有限公司/TaiwanBiotechCo.,Ltd.,辽宁中医药大学附属医院国家药物临床试验机构,沈阳,辽宁,李晓斌
1025,CTR20170268,已完成,注射用紫杉醇(白蛋白结合型),乳腺癌,注射用紫杉醇（白蛋白结合型）肿瘤患者中生物等效研究,齐鲁制药(海南)有限公司,吉林大学第一医院,长春,吉林,丁艳华
1026,CTR20170264,已完成,依诺肝素钠注射液,（1）预防静脉血栓栓塞性；（2）治疗深静脉栓塞；（3）治疗不稳定性心绞痛及非Q波心肌梗死；（4）预防血液透析体外循环时系统中的凝血。,依诺肝素钠注射液人体药效动力学等效性试验,常州千红生化制药有限公司,湖南省肿瘤医院,长沙,湖南,李坤艳
1027,CTR20170259,进行中,他达拉非片,治疗勃起功能障碍,他达拉非片人体生物等效性研究,齐鲁制药(海南)有限公司,海南医学院第一附属医院国家药物临床试验机构,海口市,海南省,张胜军
1028,CTR20170257,主动暂停,利奈唑胺片,本品用于治疗由特定微生物敏感株引起的下列感染：耐万古霉素的屎肠球菌引起的感染，包括并发的菌血症。院内获得性肺炎，致病菌为金黄色葡萄球菌（甲氧西林敏感或耐甲氧西林的菌株）或肺炎链球菌（包括多药耐药的菌株[MDRSP]）。,利奈唑胺片健康人体生物等效性试验,桂林南药股份有限公司,北京大学第一医院临床药理研究所,北京,北京,吕媛
1029,CTR20170256,已完成,盐酸二甲双胍缓释片,用于单纯饮食控制及体育锻炼治疗无效的2型糖尿病，特别是肥胖的2型糖尿病患者,盐酸二甲双胍缓释片健康人体生物等效性研究,兴安药业有限公司,北京大学第一医院临床药理研究所 | 上海熙华检测技术服务有限公司,北京 | 上海,北京 | 上海,吕媛 | 李浩
1030,CTR20170254,进行中,阿卡波糖片,配合饮食控制，用于：（1）治疗糖尿病。（2）降低糖耐量低减者的餐后血糖。,阿卡波糖片人体生物等效性研究,杭州中美华东制药有限公司,无锡市人民医院,无锡,江苏,贺晴
1033,CTR20170248,已完成,盐酸普拉克索缓释片,帕金森病,评价帕金森药物的生物等效性和安全性,四川海思科制药有限公司,成都军区总医院,成都市,四川,雍小兰
